"Customer Loyalty ID","Gender","Geographic Region","Loyalty Status","Neigborhood Cluster-55 Level","Neighborhood Cluster-7 Level","Television Region","Affluence Grade","Age","Frequency","Frequency Percent","Loyalty Card Tenure","Organics Purchase Count","Organics Purchase Indicator","Total Spend"
"0026038684","F","Scottish","Silver","52","F","C Scotland","4","36","1","0.00%","7","1","1","4000"
"0026039575","M","South East","Silver","04","A","London","10","37","1","0.00%","4","0","0","1000"
"0026041456","F","Midlands","Platinum","14","B","Midlands","11","50","1","0.00%","1","0","0","50000"
"0026042088","U","Midlands","Gold","","","Ulster","10","45","1","0.00%",".","0","0","12000"
"0026052865","M","Midlands","Silver","41","E","East","7","51","1","0.00%","6","0","0","2500"
"0026056380","U","Midlands","Gold","37","E","Midlands","9","65","1","0.00%","7","0","0","6107.64"
"0026058634","","Midlands","Tin","35","D","East","7",".","1","0.00%","5","0","0","0.01"
"0026060272","M","South East","Tin","16","C","London","9","47","1","0.00%","4","0","0","0.01"
"0026069466","F","South East","Gold","22","C","London","12","65","1","0.00%","4","0","0","6053.34"
"0026071231","F","North","Tin","52","F","Yorkshire","6","35","1","0.00%","5","0","0","0.01"
"0026076748","","North","Gold","09","B","Yorkshire","7","77","1","0.00%","11","0","0","5500"
"0026078368","F","South East","Silver","12","B","London","10","53","1","0.00%","8","1","1","600"
"0026084147","F","South East","Silver","14","B","London","9","58","1","0.00%","5","0","0","3000"
"0026087227","F","South East","Tin","50","F","London","8","43","1","0.00%","8","0","0","0.01"
"0026088304","F","Midlands","Silver","44","E","Midlands","10","67","1","0.00%","11","0","0","1036.06"
"0026099217","F","South East","Gold","31","D","London",".","77","1","0.00%","27","0","0","15095"
"0026099934","U","South East","Platinum","30","D","S & S East","9","71","1","0.00%","4","0","0","55000"
"0026102439","M","Midlands","Tin","32","D","Midlands","8",".","1","0.00%","5","0","0","0.01"
"0026102803","U","South East","Gold","28","D","S & S East","9","66","1","0.00%","5","0","0","6000"
"0026103052","F","Midlands","Tin","30","D","Wales & West","8","49","1","0.00%","9","0","0","0.01"
"0026103230","F","North","Silver","38","E","Yorkshire","10","49","1","0.00%","8","0","0","540"
"0026104644","F","South East","Tin","27","D","London","19","46","1","0.00%","7","2","1","0.01"
"0026106531","M","South West","Silver","47","F","S West","7","53","1","0.00%","4","1","1","2000"
"0026110210","F","North","Gold","12","B","N East","8","37","1","0.00%","2","0","0","6000"
"0026114208","U","South East","Silver","12","B","London",".",".","1","0.00%","9","0","0","2000"
"0026121611","M","North","Tin","49","F","N West","4","48","1","0.00%","5","1","1","0.01"
"0026122316","F","Scottish","Tin","40","E","C Scotland","10","36","1","0.00%","5","1","1","0.01"
"0026125358","F","South East","Tin","53","F","S & S East","11","51","1","0.00%","8","0","0","0.01"
"0026127237","F","South East","Silver","51","F","S & S East","9","44","1","0.00%","3","1","1","241.46"
"0026127717","U","South East","Gold","49","F","London","7","51","1","0.00%","5","0","0","9089.69"
"0026130378","M","Midlands","Gold","45","E","Midlands","13","51","1","0.00%","7","0","0","15000"
"0026133423","F","Midlands","Gold","04","A","Wales & West","13","66","1","0.00%","1","0","0","6000"
"0026135183","F","South West","Silver","30","D","S West","9","76","1","0.00%","5","0","0","3000"
"0026135825","F","South East","Silver","38","E","S & S East","10","51","1","0.00%","12","0","0","480"
"0026136163","M","Scottish","Gold","35","D","C Scotland","10","77","1","0.00%","6","1","1","12053.35"
"0026139391","F","South East","Tin","52","F","London","6",".","1","0.00%","8","1","1","0.01"
"0026140608","M","Midlands","Silver","37","E","Midlands","7","63","1","0.00%","1","0","0","1500"
"0026141116","M","South East","Silver","12","B","London","4","66","1","0.00%","8","0","0","3000"
"0026143275","M","South East","Gold","48","F","London","6","59","1","0.00%","7","0","0","6053.35"
"0026144387","F","","Gold","23","C","",".","37","1","0.00%","1","1","1","6000"
"0026146266","U","South East","Silver","01","A","S & S East","7","62","1","0.00%","6","0","0","970"
"0026150662","U","South East","Silver","48","F","London","11","48","1","0.00%","9","0","0","1000"
"0026154684","","","Gold","30","D","","5","73","1","0.00%","1","0","0","6000"
"0026157365","F","South East","Gold","08","B","S & S East","6","73","1","0.00%","13","0","0","6000"
"0026157772","F","North","Tin","25","C","N East","8","29","1","0.00%","5","1","1","0.01"
"0026159740","U","North","Silver","14","B","N West","12","56","1","0.00%","12","0","0","38.63"
"0026160242","M","Midlands","Silver","32","D","East","6","49","1","0.00%","5","0","0","1500"
"0026168065","F","North","Tin","37","E","N West","7","50","1","0.00%","4","0","0","0.01"
"0026168685","M","","Silver","25","C","","11","35","1","0.00%","12","1","1","798.65"
"0026172801","F","South East","Gold","41","E","S & S East",".","49","1","0.00%","5","0","0","12053.35"
"0026173069","M","Midlands","Tin","28","D","Midlands","5","65","1","0.00%","8","0","0","0.01"
"0026177773","F","Midlands","Gold","18","C","Midlands","8","59","1","0.00%","5","0","0","6053.35"
"0026191334","","North","Tin","05","B","N East","8","59","1","0.00%","5","0","0","0.01"
"0026191741","M","South East","Gold","38","E","London","5","50","1","0.00%","2","0","0","6000"
"0026193906","M","South East","Platinum","04","A","London","12",".","1","0.00%","3","0","0","20403.87"
"0026196220","F","South East","Tin","14","B","S & S East","11","66","1","0.00%","8","0","0","0.01"
"0026197723","F","Midlands","Silver","20","C","Wales & West","16","65","1","0.00%","5","1","1","5000"
"0026200015","M","North","Silver","32","D","N West","6","56","1","0.00%","5","0","0","1500"
"0026218410","F","North","Gold","52","F","N West","11","63","1","0.00%","5","0","0","6000"
"0026218925","M","North","Gold","18","C","N West","11","65","1","0.00%","3","0","0","9000"
"0026222523","M","Scottish","Silver","47","F","C Scotland","7","47","1","0.00%","9","0","0","1000"
"0026222779","","Midlands","Silver","51","F","Midlands","9",".","1","0.00%","2","0","0","3000"
"0026224321","F","South East","Gold","31","D","London","11","64","1","0.00%","5","0","0","14600"
"0026227835","","South East","Silver","25","C","London","6","74","1","0.00%","12","0","0","1557.02"
"0026230666","F","South East","Tin","51","F","S & S East","10","77","1","0.00%","7","0","0","0.01"
"0026232421","F","South East","Gold","46","F","S & S East","6",".","1","0.00%","5","0","0","6000"
"0026236761","F","South East","Tin","10","B","London","6","46","1","0.00%","8","0","0","0.01"
"0026239949","F","Scottish","Tin","52","F","C Scotland","8","63","1","0.00%","8","0","0","0.01"
"0026243598","","South East","Platinum","48","F","London","9","65","1","0.00%","9","0","0","26000.01"
"0026246511","F","Midlands","Silver","53","F","Midlands","6","34","1","0.00%","6","0","0","0.02"
"0026249324","M","Midlands","Gold","51","F","Midlands","18","32","1","0.00%","2","0","0","13098.59"
"0026255308","F","Midlands","Silver","25","C","Midlands","11","54","1","0.00%","8","0","0","420"
"0026262606","F","Scottish","Gold","47","F","C Scotland","12","46","1","0.00%","8","0","0","6000"
"0026264986","U","North","Silver","51","F","Yorkshire","9","36","1","0.00%","5","0","0","4700"
"0026266172","M","North","Silver","33","D","Yorkshire","5","52","1","0.00%","5","0","0","2000"
"0026275708","F","Midlands","Silver","10","B","East","11","32","1","0.00%","4","0","0","1680"
"0026277522","M","North","Tin","18","C","N East","7","44","1","0.00%","5","1","1","0.01"
"0026279274","F","South East","Silver","37","E","S & S East","8","64","1","0.00%","10","0","0","3000"
"0026282887","F","North","Tin","47","F","Yorkshire","10","66","1","0.00%","8","0","0","0.01"
"0026288087","F","Midlands","Silver","37","E","East","13","70","1","0.00%","9","0","0","3000"
"0026288486","","South East","Tin","40","E","London","7","47","1","0.00%","7","0","0","0.01"
"0026299380","F","Scottish","Gold","38","E","N Scot",".","59","1","0.00%","5","0","0","6000"
"0026303353","M","South East","Silver","01","A","London","9","50","1","0.00%","4","0","0","4000"
"0026304686","M","South East","Silver","22","C","London","10","61","1","0.00%","9","0","0","1440.01"
"0026324873","M","Midlands","Tin","53","F","Midlands","11","74","1","0.00%","8","0","0","0.01"
"0026325284","F","North","Gold","23","C","Yorkshire","12","55","1","0.00%","3","1","1","6000"
"0026328321","F","Midlands","Silver","24","C","Midlands","12","43","1","0.00%","5","1","1","100.01"
"0026331144","F","Midlands","Tin","24","C","East","8","38","1","0.00%","8","1","1","0.01"
"0026333457","M","","Gold","14","B","","12","45","1","0.00%","5","0","0","6000"
"0026337622","U","Midlands","Silver","","","Ulster","2","61","1","0.00%","2","0","0","4000"
"0026338238","F","South East","Silver","30","D","S & S East","8","36","1","0.00%","9","1","1","200"
"0026342197","M","South East","Gold","08","B","London","10",".","1","0.00%","9","0","0","18000"
"0026345536","M","South East","Gold","34","D","London","9",".","1","0.00%","2","0","0","6000"
"0026350289","","South East","Tin","22","C","London","8","45","1","0.00%","8","0","0","0.01"
"0026356805","M","North","Silver","35","D","N West","13","61","1","0.00%","4","0","0","3000"
"0026358263","","Midlands","Gold","52","F","Wales & West","9",".","1","0.00%","2","0","0","6000"
"0026358743","M","South East","Silver","01","A","London","0","72","1","0.00%","9","0","0","1250"
"0026359022","F","South East","Gold","21","C","London","6","45","1","0.00%","4","0","0","6000"
"0026361159","","Scottish","Gold","02","A","C Scotland","8",".","1","0.00%","2","0","0","6000"
"0026363046","F","North","Silver","04","A","N West","3","50","1","0.00%","13","0","0","3000"
"0026365251","M","South East","Silver","04","A","London","13","53","1","0.00%","9","0","0","4884.25"
"0026370212","F","South East","Tin","27","D","S & S East","12","49","1","0.00%","5","0","0","0.01"
"0026377438","F","Midlands","Silver","35","D","Midlands","5","45","1","0.00%","1","0","0","1000"
"0026377705","U","","Silver","15","B","","9","57","1","0.00%","1","0","0","2000"
"0026383004","M","Midlands","Gold","27","D","East","12","41","1","0.00%","3","1","1","7500"
"0026390280","F","Midlands","Tin","42","E","Midlands","13","37","1","0.00%","3","0","0","0.01"
"0026403609","F","South East","Gold","29","D","London","6","30","1","0.00%","6","1","1","6000"
"0026404370","","North","Tin","53","F","N West","7","30","1","0.00%","4","0","0","0.01"
"0026407655","M","Midlands","Tin","50","F","Midlands","11","68","1","0.00%","7","0","0","0.01"
"0026409399","F","South East","Silver","25","C","London","10","64","1","0.00%","4","0","0","1000"
"0026413361","","Midlands","Gold","12","B","Midlands","11","42","1","0.00%","2","1","1","6000"
"0026417316","F","South East","Silver","51","F","London","14",".","1","0.00%","8","0","0","3000.01"
"0026429217","F","North","Gold","17","C","Yorkshire","12","68","1","0.00%","9","1","1","6653.34"
"0026429438","F","South West","Silver","15","B","S West","7","36","1","0.00%","9","0","0","2194.27"
"0026454467","F","South East","Silver","23","C","S & S East","7","59","1","0.00%","4","0","0","420"
"0026455412","F","South East","Gold","25","C","S & S East","6","32","1","0.00%","1","0","0","5500"
"0026455706","M","Midlands","Silver","","","Ulster","9","44","1","0.00%","5","0","0","0.02"
"0026461501","F","North","Gold","27","D","N West","11","36","1","0.00%","8","1","1","6000"
"0026462516","M","South East","Gold","10","B","London","9","57","1","0.00%","8","0","0","6000"
"0026464128","F","Midlands","Platinum","45","E","East","12","62","1","0.00%","3","0","0","20308.51"
"0026467607","F","South East","Tin","51","F","London","11","43","1","0.00%","6","1","1","0.01"
"0026468247","M","South West","Gold","11","B","S West","5","65","1","0.00%","8","0","0","12000"
"0026470055","M","South East","Silver","49","F","London","3","51","1","0.00%","10","0","0","1019.31"
"0026470934","","Midlands","Gold","35","D","East","13","65","1","0.00%","3","0","0","6000"
"0026474743","F","South East","Silver","25","C","London","9","47","1","0.00%","2","0","0","100"
"0026484900","F","Midlands","Gold","12","B","Midlands","9","56","1","0.00%","2","1","1","8000"
"0026487160","F","Midlands","Tin","37","E","Wales & West","7","30","1","0.00%","8","0","0","0.01"
"0026489627","","North","Gold","35","D","Yorkshire","12","47","1","0.00%","2","0","0","6000"
"0026490579","F","North","Silver","52","F","Yorkshire","15","37","1","0.00%","2","0","0","2000"
"0026498243","F","","Gold","08","B","","11","73","1","0.00%","1","1","1","6000"
"0026501228","M","","Gold","22","C","","10","66","1","0.00%","2","0","0","6000"
"0026510677","F","South East","Gold","04","A","London","8","65","1","0.00%","4","0","0","10000"
"0026515423","M","North","Gold","28","D","Yorkshire","6","48","1","0.00%","1","0","0","6000"
"0026518392","F","South East","Platinum","08","B","London","8","67","1","0.00%","3","1","1","20322.09"
"0026521857","F","South East","Gold","42","E","London","8","77","1","0.00%","4","0","0","10000"
"0026532514","","Midlands","Silver","35","D","Wales & West","11","54","1","0.00%","8","0","0","3000"
"0026536765","U","Midlands","Gold","16","C","East","11",".","1","0.00%","4","0","0","7100"
"0026539446","M","South East","Silver","10","B","London","10","48","1","0.00%","9","0","0","1020"
"0026541149","F","","Tin","12","B","","25",".","1","0.00%","5","3","1","0.01"
"0026543923","F","North","Gold","25","C","Yorkshire","8","71","1","0.00%","6","0","0","12053.34"
"0026547562","","Scottish","Silver","01","A","C Scotland","8","51","1","0.00%","1","0","0","1300"
"0026549557","F","Midlands","Silver","27","D","Wales & West","9","53","1","0.00%","3","0","0","3000"
"0026552736","F","South East","Gold","05","B","S & S East","11","69","1","0.00%","2","0","0","6000"
"0026552965","","Midlands","Silver","17","C","Midlands","9","44","1","0.00%","8","1","1","500"
"0026558300","M","Midlands","Gold","12","B","Midlands","11","39","1","0.00%","3","0","0","12000"
"0026558955","M","South East","Gold","18","C","S & S East","4","65","1","0.00%","1","0","0","6000"
"0026559536","F","Midlands","Gold","45","E","East","4","72","1","0.00%","6","0","0","6026.67"
"0026561409","F","Midlands","Gold","24","C","Wales & West","10","49","1","0.00%","7","0","0","6000"
"0026561778","M","North","Tin","10","B","N East","7","54","1","0.00%","5","0","0","0.01"
"0026562383","M","North","Silver","52","F","N West","5","34","1","0.00%","1","0","0","3000"
"0026563703","M","Midlands","Gold","45","E","Wales & West","8","71","1","0.00%","5","0","0","6000"
"0026564556","F","South West","Tin","50","F","S West","19","38","1","0.00%","9","2","1","0.01"
"0026566435","F","Midlands","Gold","45","E","Wales & West","8","79","1","0.00%","6","0","0","6053.35"
"0026569426","F","South East","Tin","41","E","London","16","47","1","0.00%","5","0","0","0.01"
"0026572400","F","South East","Tin","53","F","London","15","49","1","0.00%","5","1","1","0.01"
"0026572729","M","South East","Platinum","37","E","S & S East","6","73","1","0.00%","6","0","0","21000"
"0026574160","F","South West","Tin","51","F","S West","9","39","1","0.00%","8","1","1","0.01"
"0026577593","M","Midlands","Silver","12","B","East","16","54","1","0.00%","2","0","0","60"
"0026580632","F","South East","Silver","12","B","London","8","64","1","0.00%","6","0","0","3000"
"0026584824","","South East","Tin","51","F","London","3","63","1","0.00%","5","0","0","0.01"
"0026588129","F","Midlands","Silver","24","C","Wales & West","5","62","1","0.00%","4","0","0","420"
"0026588781","F","Midlands","Tin","","","Ulster","7","40","1","0.00%","7","0","0","0.01"
"0026589028","F","Midlands","Gold","19","C","East","8","68","1","0.00%","8","0","0","13884.25"
"0026589761","M","Midlands","Silver","28","D","Midlands","3","59","1","0.00%","5","0","0","3000"
"0026590352","M","Scottish","Gold","03","A","C Scotland","9",".","1","0.00%","4","0","0","7000"
"0026597039","F","South East","Tin","52","F","London","14","34","1","0.00%","8","1","1","0.01"
"0026598442","F","Midlands","Silver","28","D","Midlands","15","48","1","0.00%","9","0","0","0.02"
"0026599198","F","South East","Gold","01","A","London","4","61","1","0.00%","10","0","0","6053.34"
"0026599783","M","North","Silver","12","B","N West","12","65","1","0.00%","8","0","0","3100"
"0026599791","F","South West","Tin","","","S West","5","40","1","0.00%","5","0","0","0.01"
"0026603551","F","South East","Silver","52","F","London","4","33","1","0.00%","5","0","0","1680"
"0026614243","F","Midlands","Silver","49","F","Wales & West","9","42","1","0.00%","9","1","1","3000"
"0026618311","M","South East","Silver","53","F","London","7","59","1","0.00%","8","0","0","360"
"0026620561","F","Midlands","Tin","08","B","East","9","53","1","0.00%","9","0","0","0.01"
"0026635771","F","Scottish","Silver","22","C","C Scotland",".","51","1","0.00%","11","0","0","3000"
"0026641577","F","South East","Silver","24","C","S & S East","17","31","1","0.00%","3","3","1","150"
"0026642956","F","South East","Tin","51","F","London","11","44","1","0.00%","5","2","1","0.01"
"0026648520","F","North","Gold","47","F","N West","6","58","1","0.00%","11","0","0","6200.01"
"0026650290","F","South East","Silver","06","B","S & S East","15","29","1","0.00%","2","2","1","1000"
"0026658208","M","Scottish","Gold","22","C","C Scotland","5","72","1","0.00%","24","0","0","6000"
"0026665549","M","Midlands","Silver","44","E","Wales & West","5","36","1","0.00%","2","1","1","100"
"0026669919","F","South East","Tin","21","C","London","3","53","1","0.00%","7","0","0","0.01"
"0026670240","F","North","Tin","53","F","N West","13","44","1","0.00%","4","0","0","0.01"
"0026672510","F","South East","Silver","04","A","London","15","69","1","0.00%","19","1","1","420"
"0026682575","F","North","Gold","10","B","Yorkshire","7","44","1","0.00%","3","0","0","6000"
"0026687771","U","Scottish","Silver","10","B","C Scotland","7","48","1","0.00%","4","0","0","3000"
"0026688182","F","South East","Tin","01","A","London","6","61","1","0.00%","29","0","0","0.01"
"0026688220","M","Midlands","Silver","44","E","Midlands","11","52","1","0.00%","5","0","0","2000"
"0026688859","F","South East","Gold","16","C","London","7","37","1","0.00%","4","1","1","15000"
"0026690519","F","North","Silver","20","C","N West","4","52","1","0.00%","4","0","0","480"
"0026691779","M","South East","Silver","09","B","London","9","73","1","0.00%","1","0","0","4000"
"0026696460","F","Midlands","Silver","44","E","Wales & West","8","43","1","0.00%","4","1","1","1000"
"0026701537","F","Midlands","Silver","51","F","Wales & West","10","38","1","0.00%","9","2","1","300"
"0026704986","M","Midlands","Gold","02","A","Wales & West","11","62","1","0.00%","7","0","0","18194.13"
"0026710374","","Midlands","Silver","50","F","Midlands","10","52","1","0.00%","8","0","0","3000"
"0026715031","F","South East","Silver","19","C","London","7","60","1","0.00%","5","0","0","4500"
"0026717891","M","South East","Silver","24","C","S & S East","11","64","1","0.00%","8","0","0","4884.25"
"0026718707","F","Midlands","Gold","50","F","Midlands","9","60","1","0.00%","4","0","0","11000.01"
"0026721929","M","North","Tin","44","E","N West","10","61","1","0.00%","5","0","0","0.01"
"0026728818","F","Midlands","Tin","33","D","Midlands",".","35","1","0.00%","5","1","1","0.01"
"0026731789","","North","Silver","27","D","N East","14","71","1","0.00%","15","0","0","3000"
"0026731967","F","Midlands","Gold","35","D","Midlands","7","72","1","0.00%","8","0","0","8000"
"0026736489","F","Midlands","Gold","52","F","East","10","60","1","0.00%","12","1","1","12140.78"
"0026744368","F","North","Gold","06","B","N West",".","76","1","0.00%","2","0","0","6000"
"0026750147","F","Midlands","Silver","32","D","East","7","34","1","0.00%","1","1","1","1000"
"0026751607","U","South East","Silver","38","E","London","6","36","1","0.00%","8","0","0","0.02"
"0026755890","M","Midlands","Tin","27","D","Midlands","13","54","1","0.00%","8","0","0","0.01"
"0026759608","","North","Gold","25","C","N West",".","66","1","0.00%","1","0","0","12000"
"0026760118","F","Midlands","Silver","37","E","Wales & West","8","25","1","0.00%","4","1","1","900"
"0026766493","F","South East","Tin","","","S & S East","6","24","1","0.00%","4","1","1","0.01"
"0026767023","","North","Tin","44","E","Yorkshire","9","57","1","0.00%","4","0","0","0.01"
"0026769018","F","South East","Silver","03","A","London",".","63","1","0.00%","5","0","0","2000"
"0026770628","F","South East","Tin","01","A","London","13","31","1","0.00%","6","1","1","0.01"
"0026773619","F","South East","Silver","12","B","London","9","55","1","0.00%","10","0","0","420"
"0026775468","M","North","Silver","35","D","Yorkshire","13","60","1","0.00%","6","0","0","5000"
"0026775883","","Midlands","Gold","27","D","Wales & West","9","75","1","0.00%","2","1","1","6000"
"0026778858","","Midlands","Tin","51","F","Midlands","9","70","1","0.00%","5","1","1","0.01"
"0026779943","F","Midlands","Tin","20","C","Midlands","8","51","1","0.00%","8","0","0","0.01"
"0026782375","M","South East","Gold","38","E","London","7","54","1","0.00%","8","0","0","12000"
"0026786826","F","North","Silver","13","B","N West","3","78","1","0.00%","1","0","0","1000"
"0026788349","F","Midlands","Silver","35","D","Midlands","9","43","1","0.00%","5","1","1","2180.01"
"0026791110","M","South East","Platinum","53","F","London","11","55","1","0.00%","3","0","0","20354.22"
"0026797690","M","South East","Gold","01","A","S & S East","2",".","1","0.00%","4","0","0","10000"
"0026802422","F","South West","Gold","35","D","S West","11","58","1","0.00%","1","0","0","11000"
"0026802740","","North","Silver","51","F","N East","6","60","1","0.00%","8","0","0","3100.01"
"0026804581","F","Midlands","Silver","","","East","12","26","1","0.00%","3","1","1","3000"
"0026805847","M","South East","Silver","03","A","London","4","51","1","0.00%","5","0","0","2500"
"0026807041","","Midlands","Tin","49","F","East","12","49","1","0.00%","8","2","1","0.01"
"0026815257","F","South East","Gold","28","D","London","4","63","1","0.00%","6","0","0","6000"
"0026816717","","South East","Tin","39","E","S & S East","9","38","1","0.00%","8","0","0","0.01"
"0026822962","F","Scottish","Silver","17","C","C Scotland","3","41","1","0.00%","11","0","0","50"
"0026824043","F","Midlands","Tin","12","B","East","10","67","1","0.00%","9","0","0","0.01"
"0026824310","F","Midlands","Gold","52","F","Midlands","6","75","1","0.00%","4","1","1","6000"
"0026826089","M","South East","Tin","52","F","London","15","40","1","0.00%","5","1","1","0.01"
"0026827271","M","","Gold","28","D","","8","64","1","0.00%","1","0","0","6000"
"0026830310","M","North","Silver","06","B","N East","6","55","1","0.00%","5","0","0","4200"
"0026831600","","Midlands","Tin","08","B","Midlands","6","67","1","0.00%","8","0","0","0.01"
"0026832747","F","North","Tin","05","B","N West","9","51","1","0.00%","5","0","0","0.01"
"0026837234","F","North","Silver","22","C","N West","7","56","1","0.00%","5","0","0","1500"
"0026840693","F","North","Silver","02","A","N West","9","64","1","0.00%","12","0","0","4284.25"
"0026849992","F","","Tin","34","D","","4","29","1","0.00%","5","1","1","0.01"
"0026853809","F","South East","Gold","18","C","London","7","47","1","0.00%","8","1","1","9000"
"0026856743","F","South East","Silver","09","B","London","4","45","1","0.00%","5","0","0","1000"
"0026862581","","Midlands","Tin","19","C","Midlands","9","51","1","0.00%","5","0","0","0.01"
"0026866986","F","North","Tin","53","F","Yorkshire","7","44","1","0.00%","9","0","0","0.01"
"0026869179","U","Midlands","Silver","33","D","Wales & West","12","45","1","0.00%","1","0","0","100"
"0026870061","F","Midlands","Tin","54","F","Wales & West","9","42","1","0.00%","7","1","1","0.01"
"0026875209","M","South West","Silver","45","E","S West","4","67","1","0.00%","12","0","0","1000"
"0026877546","F","North","Gold","52","F","N East","10","62","1","0.00%","2","0","0","9000"
"0026878291","U","South East","Tin","02","A","London","3","61","1","0.00%","7","0","0","0.01"
"0026888165","F","Midlands","Tin","19","C","Midlands",".","44","1","0.00%","8","1","1","0.01"
"0026890593","","South East","Tin","02","A","London","10","42","1","0.00%","7","1","1","0.01"
"0026894904","","South East","Tin","35","D","London","7","31","1","0.00%","8","0","0","0.01"
"0026895420","F","Midlands","Silver","","","Ulster","9","36","1","0.00%","8","1","1","1000"
"0026897016","U","Midlands","Silver","10","B","Midlands",".","53","1","0.00%","9","0","0","300"
"0026899671","F","South East","Silver","08","B","London","5",".","1","0.00%","8","0","0","3000"
"0026900823","U","Scottish","Silver","24","C","N Scot",".","75","1","0.00%","12","0","0","3000"
"0026902397","F","North","Gold","16","C","Yorkshire","8","59","1","0.00%","4","1","1","9465.78"
"0026907399","F","South East","Tin","21","C","London","3","38","1","0.00%","4","0","0","0.01"
"0026907593","F","Midlands","Tin","34","D","Midlands","8","40","1","0.00%","5","0","0","0.01"
"0026908220","M","South East","Tin","52","F","S & S East","7","61","1","0.00%","5","0","0","0.01"
"0026910462","U","North","Silver","06","B","N East","4","56","1","0.00%","4","0","0","3000"
"0026912163","F","South East","Tin","18","C","London",".","45","1","0.00%","5","0","0","0.01"
"0026915979","F","North","Silver","50","F","N East","7","30","1","0.00%","4","0","0","3000"
"0026917564","F","Midlands","Silver","30","D","Wales & West","6","23","1","0.00%","3","0","0","3000"
"0026921774","F","Midlands","Gold","49","F","Wales & West","8","71","1","0.00%","8","1","1","5000.01"
"0026922401","F","Midlands","Silver","14","B","East","5","71","1","0.00%","2","0","0","3000"
"0026930684","F","North","Gold","10","B","N West","5","49","1","0.00%","1","0","0","6000"
"0026932083","F","Scottish","Silver","52","F","C Scotland","10","27","1","0.00%","1","1","1","100"
"0026937115","M","Scottish","Silver","52","F","N Scot","7","51","1","0.00%","9","0","0","500"
"0026938480","F","North","Silver","51","F","N West","10","59","1","0.00%","6","0","0","2000"
"0026941082","F","North","Tin","14","B","N West","12","52","1","0.00%","5","0","0","0.01"
"0026943050","U","South East","Silver","10","B","London","8","49","1","0.00%","26","2","1","4000"
"0026944693","F","Midlands","Silver","42","E","East","9","69","1","0.00%","12","1","1","3000"
"0026945673","F","North","Gold","32","D","N West","5","52","1","0.00%","2","0","0","6000"
"0026956616","F","Midlands","Tin","25","C","Midlands","11","34","1","0.00%","5","1","1","0.01"
"0026962470","F","South East","Gold","22","C","S & S East","3","60","1","0.00%","1","0","0","6000"
"0026964678","F","","Gold","28","D","","8","64","1","0.00%","29","0","0","10000"
"0026970376","U","Midlands","Tin","20","C","Midlands","10","47","1","0.00%","8","0","0","0.01"
"0026970767","","South East","Silver","01","A","London","11","50","1","0.00%","1","0","0","3000"
"0026975777","M","Midlands","Silver","20","C","Wales & West","5",".","1","0.00%","2","0","0","4500"
"0026984415","F","North","Tin","44","E","N West",".","38","1","0.00%","4","1","1","0.01"
"0026986523","F","Midlands","Tin","47","F","Midlands","5","56","1","0.00%","9","0","0","0.01"
"0026986957","M","Midlands","Tin","16","C","Midlands","11","28","1","0.00%","5","0","0","0.01"
"0026988100","M","Scottish","Tin","52","F","C Scotland","9","40","1","0.00%","5","0","0","0.01"
"0026994402","F","South East","Gold","03","A","London","6",".","1","0.00%","7","0","0","19000"
"0027000680","F","Midlands","Silver","14","B","Wales & West","9","53","1","0.00%","5","0","0","5000"
"0027001237","M","Midlands","Tin","50","F","Midlands","3","57","1","0.00%","8","0","0","0.01"
"0027004279","M","South East","Silver","48","F","London","5","46","1","0.00%","8","0","0","3000"
"0027004945","M","South East","Gold","41","E","S & S East","6","60","1","0.00%","10","0","0","6000"
"0027005917","M","South East","Gold","28","D","London","7","54","1","0.00%","2","0","0","9250"
"0027007057","M","North","Gold","44","E","N West","7","29","1","0.00%","3","1","1","6000"
"0027009157","M","South East","Silver","11","B","S & S East","11","77","1","0.00%","22","1","1","1000"
"0027009270","F","Midlands","Tin","25","C","Midlands","7",".","1","0.00%","9","0","0","0.01"
"0027010856","F","South East","Tin","22","C","S & S East","7","41","1","0.00%","4","0","0","0.01"
"0027013170","F","North","Gold","50","F","N West","20","41","1","0.00%","1","2","1","6400"
"0027015106","F","South East","Gold","41","E","London","5","60","1","0.00%","2","0","0","9058.9"
"0027017656","M","South East","Platinum","04","A","London","11","52","1","0.00%","4","0","0","22500"
"0027024873","","Scottish","Gold","33","D","N Scot","5",".","1","0.00%","2","0","0","6000"
"0027036995","U","South East","Tin","29","D","London","10","45","1","0.00%","8","0","0","0.01"
"0027037258","F","South East","Silver","17","C","London","8","32","1","0.00%","5","1","1","3000"
"0027037738","M","","Gold","10","B","","5","74","1","0.00%","1","0","0","12000"
"0027040208","F","Midlands","Gold","30","D","Wales & West","5","48","1","0.00%","8","0","0","9107.64"
"0027042820","U","South East","Gold","02","A","London","3","78","1","0.00%","16","0","0","6000.01"
"0027045285","M","South East","Silver","14","B","London","18","50","1","0.00%","5","2","1","50.01"
"0027047180","","South East","Platinum","41","E","S & S East","6","56","1","0.00%","3","0","0","20718.19"
"0027049388","","North","Silver","52","F","N West","5","71","1","0.00%","5","0","0","840"
"0027057496","F","Midlands","Tin","08","B","Midlands","11",".","1","0.00%","8","1","1","0.01"
"0027064980","U","Midlands","Gold","15","B","Midlands","10","58","1","0.00%","2","0","0","6000"
"0027067947","F","North","Silver","06","B","Yorkshire","14","73","1","0.00%","10","0","0","3000"
"0027068765","F","South East","Gold","12","B","S & S East","2",".","1","0.00%","2","0","0","6000"
